160,5,5,3,0,23,23,75,伯爵茶那堤                                                          ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
203,5.8,7.0,4.7,0,29.3,22.8,68,草莓優格飲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
244,10.6,10.4,5.9,0,27,26,136,蜜桃風味紅茶那堤                                                                       ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
240,10.6,10.4,5.9,0,27,25,136,香草風味紅茶那堤                                                     ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
81,0.2,0.1,0,0,22,19,17,冰洋梨洋甘菊花茶                                                         ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
304,10.4,10.7,6,0,45,33,137,栗子紅茶那堤                                               ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
125,0.1,0,0,0,31,29,21,蘋果藍莓紅玉紅茶                                            ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
148,1.9,1.5,0.9,0,32,24,128,濃縮星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
91,0.2,0.1,0,0,26,23,18,洋梨洋甘菊花茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110,2.7,0.0,0.0,0,24.9,21.9,345,橘色蔬菜綜合果汁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
192,7.4,7.1,4.1,0.2,25,22,100,咖啡漿果風味瑪奇朵                                                    ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
185,6.9,6.6,3.8,0.2,25,22,98,冰咖啡漿果風味瑪奇朵 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
113,0.3,0.1,0,0,28,26,12,冷萃柑橘三重奏                                          ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
632,8.64,31.3,21.1,0,79,64,172,典藏麥芽雪冷萃,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
64,1,0,0,0,15,15,28,雙果雲朵冰搖紅茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
239,5.4,4.0,2.9,0,45,33,114,春讚抹茶紅豆星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0,0,0,0,0,0,0,0,雙果優格飲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
282,4.3,1.9,1.2,0.1,61,52,212,白柚蜜香吉利優格星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
307,4.0,11.8,7.4,0,47,46,183,焦糖可可碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
385,12,18,6.4,0,44,32,307,臺玖號花生仙草星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100,1,6,3.5,0,12,12,20,甜香草奶油氮氣冷萃,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
168,4.3,3.6,2.0,0,30,23,55,黑糖葛粉吉利紅茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
