Intake_g,Cal_kcal,Protein_g,Fat_g,SF_g,TF_g,Cho_g,Sugar_g,Na_g,Name,Brand,Resource,UpdateTime,Portions,BraName
90.0,218.0,3.7,16.5,10.5,0.4,13.6,12.2,0.034,巧克力布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_巧克力布丁
145.0,426.0,13.5,25.5,13.7,0.0,35.7,4.4,0.61,菠菜起司蛋可頌堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_菠菜起司蛋可頌堡
85.0,283.0,8.0,9.4,5.9,0.1,42.2,12.2,0.167,草莓巧克力風味麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓巧克力風味麵包
110.0,297.0,8.7,21.8,11.9,0.0,16.5,1.3,0.457,菠菜洋菇鹹派,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_菠菜洋菇鹹派
86.0,270.0,9.0,7.0,1.9,0.0,42.7,9.2,0.31,堅果葡萄麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_堅果葡萄麵包
75.0,251.0,5.2,13.6,7.5,0.0,27.0,4.7,0.327,青醬丹麥捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_青醬丹麥捲
85.0,305.0,3.2,24.0,9.8,0.4,19.1,12.2,0.183,藍莓起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_藍莓起司蛋糕
60.0,297.0,3.1,14.5,7.9,0.0,38.6,18.3,0.15,棉花糖巧克力餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_棉花糖巧克力餅乾
180.0,508.0,11.7,23.9,14.4,0.3,61.5,30.1,0.312,海苔肉鬆薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_海苔肉鬆薄餅
20.0,528.0,6.1,28.5,18.1,0.1,61.9,59.6,0.083,金幣巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_金幣巧克力
30.0,387.2,0.2,1.2,0.0,0.0,93.9,53.0,0.043,水果軟糖(柑橘風味),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_水果軟糖(柑橘風味)
70.0,246.0,3.5,16.9,10.2,0.0,20.0,11.9,0.064,抹茶起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶起司蛋糕
140.0,336.0,9.9,19.6,14.3,0.0,29.8,16.1,0.2,20週年紀念蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_20週年紀念蛋糕
90.0,182.0,3.3,12.8,8.3,0.4,13.2,11.2,0.039,黑糖地瓜布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_黑糖地瓜布丁
65.0,247.0,3.4,16.1,10.1,0.2,25.0,14.0,0.102,甜柚香檸塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_甜柚香檸塔
90.0,323.0,3.8,24.5,15.6,0.3,22.0,14.0,0.033,櫻桃黑森林薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_櫻桃黑森林薄餅
220.0,282.0,8.4,8.6,4.4,0.0,42.7,22.9,0.119,雙果抹茶燕麥優格,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_雙果抹茶燕麥優格
130.0,306.0,14.0,10.3,2.7,0.0,39.1,0.0,0.484,肉蛋吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_肉蛋吐司
270.0,311.0,14.6,10.8,1.1,0.0,38.9,2.4,0.516,香料烤雞溫野菜,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香料烤雞溫野菜
150.0,323.0,17.4,12.2,5.6,0.0,36.4,7.6,0.543,瑪莎蔓咖哩豬肉堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_瑪莎蔓咖哩豬肉堡
60.0,301.0,3.2,14.9,8.7,0.0,38.3,20.6,0.147,棉花糖巧克力餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_棉花糖巧克力餅乾
120.0,352.0,4.1,24.2,14.6,0.2,29.3,15.2,0.052,黑糖金薯薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_黑糖金薯薄餅
80.0,243.0,4.4,16.0,6.6,0.1,20.2,12.6,0.106,抹茶戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶戚風蛋糕
750.0,2146.0,23.3,145.5,86.2,1.5,186.0,107.3,0.33,6吋黑糖金薯薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋黑糖金薯薄餅
900.0,3233.0,37.8,244.8,155.7,2.7,219.6,139.5,0.333,8吋櫻桃黑森林薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_8吋櫻桃黑森林薄餅
105.0,391.0,9.1,14.9,7.6,0.4,55.0,20.8,0.173,楓糖肉桂捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_楓糖肉桂捲
480.0,1848.0,20.2,145.9,73.4,2.4,113.3,65.3,0.947,6吋藍莓起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋藍莓起司蛋糕
450.0,1539.0,24.3,104.0,63.9,0.0,127.0,70.7,0.351,6吋抹茶起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋抹茶起司蛋糕
700.0,2139.0,36.4,134.4,60.9,0.7,196.0,124.6,0.826,8吋抹茶戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_8吋抹茶戚風蛋糕
1480.0,1204.0,36.8,41.4,26.8,0.0,170.2,112.6,0.514,星巴克優格禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克優格禮盒
300.0,357.0,14.1,8.1,1.2,0.0,57.0,0.3,0.939,炸雞豆皮烏龍冷麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_炸雞豆皮烏龍冷麵
120.0,333.0,10.3,6.2,0.9,0.0,59.0,18.1,0.442,桂圓核桃麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_桂圓核桃麵包
117.0,457.0,8.2,31.8,19.8,0.9,34.5,21.2,0.301,經典起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_經典起司蛋糕
90.0,182.0,3.3,12.8,8.3,0.4,13.2,11.2,0.039,黑糖地瓜布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_黑糖地瓜布丁
90.0,203.0,3.4,15.0,9.9,0.4,13.3,11.6,0.024,原味布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_原味布丁
50.0,120.0,0.4,2.4,1.7,0.0,24.2,11.4,0.006,黃豆卡士達星蕨餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_黃豆卡士達星蕨餅
50.0,114.0,0.2,1.7,1.5,0.0,24.5,11.6,0.006,和風抹茶星蕨餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_和風抹茶星蕨餅
160.0,438.0,13.3,25.8,9.4,0.0,38.2,7.8,0.731,火腿蛋可頌堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_火腿蛋可頌堡
100.0,255.0,8.2,11.2,1.7,0.0,30.3,1.0,0.418,布里歐菇菇蛋,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_布里歐菇菇蛋
115.0,320.0,7.5,14.0,5.8,0.0,41.1,16.2,0.253,蘋果卡士達吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蘋果卡士達吐司
50.0,201.0,5.4,11.8,7.1,0.0,18.2,2.2,0.35,艾曼達起司可頌,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_艾曼達起司可頌
70.0,206.0,6.4,4.3,1.8,0.0,35.3,8.3,0.242,雙果乾吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_雙果乾吐司
210.0,417.0,13.0,24.6,22.7,0.0,35.9,1.5,0.483,炸魚青醬蝴蝶麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_炸魚青醬蝴蝶麵
160.0,371.0,20.3,15.4,6.1,0.0,37.8,4.3,0.845,瑪格麗特風味薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_瑪格麗特風味薄餅
85.0,264.0,4.8,16.1,6.8,0.0,25.1,15.6,0.102,香蕉巧克力棋盤蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香蕉巧克力棋盤蛋糕
90.0,178.0,4.3,11.0,6.9,0.2,15.5,12.9,0.032,抹茶紅豆布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶紅豆布丁
100.0,323.0,24.1,9.7,2.5,0.0,34.8,29.7,0.589,炙燒豬肉條(蜜汁),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_炙燒豬肉條(蜜汁)
100.0,328.0,25.1,10.0,2.7,0.0,34.5,20.3,0.543,炙燒豬肉條(咖啡),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_炙燒豬肉條(咖啡)
90.0,134.0,1.2,6.5,5.1,0.0,17.7,15.5,0.059,芒果布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_芒果布丁
110.0,266.0,4.4,15.5,8.4,0.0,27.2,20.4,0.051,芒果戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_芒果戚風蛋糕
105.0,348.0,5.0,24.8,15.2,0.4,26.1,18.0,0.042,厚抹茶千層薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_厚抹茶千層薄餅
40.0,130.0,2.6,2.8,1.6,0.0,23.6,14.1,0.017,可麗露,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_可麗露
85.0,305.0,5.5,18.9,8.8,0.1,28.2,18.3,0.042,咖啡巧克力松露蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_咖啡巧克力松露蛋糕
500.0,1170.0,20.0,73.5,45.0,0.0,107.0,81.0,0.19,6吋芒果戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋芒果戚風蛋糕
750.0,2625.0,36.8,189.0,118.5,3.0,193.5,142.5,0.338,6吋厚抹茶千層薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋厚抹茶千層薄餅
315.0,980.0,17.9,59.5,25.2,0.0,92.9,57.6,0.038,4吋香蕉巧克力棋盤蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_4吋香蕉巧克力棋盤蛋糕
410.0,1501.0,21.3,91.4,50.8,0.0,148.0,99.6,0.254,四吋咖啡巧克力松露蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_四吋咖啡巧克力松露蛋糕
85.0,241.0,9.1,9.6,4.7,0.0,29.6,5.3,0.402,青醬馬茲瑞拉起司布里歐,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_青醬馬茲瑞拉起司布里歐
130.0,407.0,16.1,20.3,4.7,0.0,40.0,8.1,0.525,雙色肉鬆蛋三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_雙色肉鬆蛋三明治
150.0,288.0,8.0,14.6,3.9,0.0,31.2,11.0,0.507,綜合三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_綜合三明治
140.0,361.0,16.1,17.8,7.8,0.0,34.0,2.1,0.832,香辣火腿古巴風味三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香辣火腿古巴風味三明治
80.0,229.0,4.0,14.3,5.0,0.0,20.9,10.8,0.078,荔枝紅茶慕斯蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_荔枝紅茶慕斯蛋糕
75.0,259.0,4.3,11.7,6.2,0.0,34.0,17.4,0.022,檸檬塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_檸檬塔
80.0,192.0,5.5,12.7,7.8,0.0,13.9,10.6,0.101,經典輕乳蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_經典輕乳蛋糕
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光寶盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_月光寶盒
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光風華,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_月光風華
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光花園 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_月光花園 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光樂園,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_月光樂園
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,夾心蛋糕禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_夾心蛋糕禮盒
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光小夜曲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_月光小夜曲
95.0,293.0,10.1,10.5,6.5,0.0,39.5,5.1,0.447,三起司軟法麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_三起司軟法麵包
100.0,227.0,10.1,10.0,1.8,0.0,24.2,0.4,0.408,火腿蛋三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_火腿蛋三明治
105.0,307.0,13.9,15.4,6.2,0.0,28.0,4.6,0.52,燻腸香料麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_燻腸香料麵包
190.0,460.0,15.6,18.2,8.4,0.0,58.3,7.6,1.045,義式肉醬洋芋吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_義式肉醬洋芋吐司
260.0,420.0,48.4,21.8,8.1,0.0,7.5,0.0,0.832,烤雞腿粉紅醬斜管麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_烤雞腿粉紅醬斜管麵
68.0,20.0,0.6,0.5,0.0,0.0,3.3,2.8,0.028,輕沙拉,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_輕沙拉
100.0,49.0,0.3,0.0,0.0,0.0,11.9,9.8,0.018,輕水果,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_輕水果
420.0,1170.0,20.0,11.0,4.0,0.0,248.0,0.0,0.29,長條咖啡蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_長條咖啡蛋糕
100.0,176.0,2.2,9.6,2.9,0.0,20.3,7.6,0.041,珍珠奶茶慕斯,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_珍珠奶茶慕斯
55.0,190.0,3.0,12.1,7.5,0.1,17.3,14.0,0.071,貓咪巧克力蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_貓咪巧克力蛋糕
115.0,377.0,4.8,25.5,17.5,0.6,32.1,18.0,0.133,南瓜起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_南瓜起司蛋糕
65.0,192.0,4.2,11.0,4.9,0.1,19.2,11.0,0.109,栗子戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_栗子戚風蛋糕
12.0,41.4,3.3,1.8,0.8,0.0,3.0,2.5,0.149,星巴克牛肉條,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克牛肉條
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,切達起司夾心薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_切達起司夾心薄餅
100.0,326.0,2.1,1.2,0.2,0.0,76.7,63.0,0.0053,雙果果乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_雙果果乾
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,楓糖綜合堅果,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_楓糖綜合堅果
50.0,186.0,0.1,0.2,0.1,0.0,44.4,31.7,0.06,貓咪軟糖零錢包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_貓咪軟糖零錢包
70.0,205.0,3.0,14.4,10.0,0.1,15.9,12.4,0.094,柚子抹茶慕斯蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_柚子抹茶慕斯蛋糕
630.0,1800.0,45.0,125.4,75.0,1.2,122.4,49.8,0.264,法式千層薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_法式千層薄餅
635.0,2034.0,33.0,142.0,75.0,0.0,156.0,0.0,1.063,6吋經典乳酪蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋經典乳酪蛋糕
60.0,528.0,6.1,28.5,18.1,0.1,61.9,59.6,0.083,金幣巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_金幣巧克力
50.0,222.0,2.2,9.5,6.0,0.0,31.9,23.1,0.004,檸檬條巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_檸檬條巧克力
50.0,265.0,2.4,15.4,11.2,0.0,29.3,22.4,0.01,椰條巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_椰條巧克力
100.0,421.0,3.5,13.7,8.1,0.0,70.8,47.6,0.009,黑醋栗巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_黑醋栗巧克力
67.0,395.0,0.1,0.2,0.1,0.0,98.3,61.9,0.003,星巴克檸檬糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克檸檬糖
100.0,401.0,12.0,4.8,3.3,0.0,77.5,56.6,0.146,星巴克牛奶糖 (糖果罐),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克牛奶糖 (糖果罐)
100.0,401.0,12.0,4.8,3.3,0.0,77.5,56.6,0.146,星巴克牛奶糖 (耶誕磁鐵盒),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克牛奶糖 (耶誕磁鐵盒)
100.0,401.0,12.0,4.8,3.3,0.0,77.5,56.6,0.146,星巴克牛奶糖 (經典磁鐵盒),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克牛奶糖 (經典磁鐵盒)
100.0,467.1,4.1,16.3,7.5,0.0,76.0,40.5,0.225,草莓風味威化捲心酥,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓風味威化捲心酥
380.0,1364.0,24.7,84.4,39.1,0.4,126.2,81.7,0.186,咖啡巧克力松露蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_咖啡巧克力松露蛋糕
100.0,452.0,5.1,13.2,5.9,0.0,78.2,41.4,0.248,可可威化捲心酥,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_可可威化捲心酥
85.0,402.0,5.5,14.4,9.9,0.2,62.6,29.8,0.208,星巴克經典薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克經典薄餅
22.5,402.0,0.3,1.0,0.9,0.0,97.7,0.0,0.0,星巴克葡萄柚風味糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克葡萄柚風味糖
92.5,399.0,0.2,0.0,0.0,0.0,99.6,69.2,0.004,耶誕抱枕水果糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_耶誕抱枕水果糖
110.0,363.0,4.1,1.4,0.0,0.0,83.4,45.4,0.015,小熊徽章掛曆軟糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_小熊徽章掛曆軟糖
140.0,489.0,8.3,31.2,13.3,0.1,43.7,30.1,0.195,巧克力鮮奶油蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_巧克力鮮奶油蛋糕
110.0,380.0,6.8,22.4,10.1,0.1,37.6,27.1,0.297,榛果樹幹蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_榛果樹幹蛋糕
100.0,306.0,5.1,22.9,13.5,0.7,19.8,12.1,0.076,提拉米蘇千層薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_提拉米蘇千層薄餅
85.0,298.0,4.3,22.1,12.4,0.4,20.4,12.8,0.157,起司藍莓蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_起司藍莓蛋糕
90.0,203.0,3.7,14.7,9.0,0.5,14.0,10.2,0.037,太妃焦糖布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_太妃焦糖布丁
100.0,225.0,3.8,16.7,11.0,0.4,14.8,12.9,0.027,星巴克原味布丁禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克原味布丁禮盒
90.0,435.0,6.3,28.3,13.7,0.3,39.0,24.5,0.133,布朗尼,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_布朗尼
250.0,375.0,17.2,12.8,4.0,0.0,48.0,42.5,0.608,瑪莎蔓豬肉咖哩筆管麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_瑪莎蔓豬肉咖哩筆管麵
120.0,252.0,11.2,6.2,1.2,0.0,37.7,3.1,0.65,燻火腿墨魚三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_燻火腿墨魚三明治
130.0,321.0,12.6,15.0,2.3,0.0,34.0,1.3,0.638,菇菇蛋堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_菇菇蛋堡
420.0,1340.0,26.0,37.4,24.4,0.0,224.3,111.3,0.802,耶誕麵包提袋組,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_耶誕麵包提袋組
110.0,292.0,9.9,19.5,11.2,0.0,19.1,1.9,0.554,嫩雞菠菜鹹派,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_嫩雞菠菜鹹派
270.0,406.0,21.9,17.0,4.7,0.0,41.3,2.2,0.567,時蔬烤雞青醬麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_時蔬烤雞青醬麵
90.0,337.0,4.9,19.4,11.6,0.1,35.6,17.4,0.153,巧克力烤布蕾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_巧克力烤布蕾
100.0,640.3,18.0,51.5,6.2,0.0,26.2,8.9,0.0087,楓糖綜合堅果,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_楓糖綜合堅果
100.0,446.9,5.4,18.5,10.9,0.0,64.7,37.0,0.044,無花果牛奶巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_無花果牛奶巧克力
100.0,474.3,5.9,24.3,13.4,0.0,58.0,36.0,0.095,焦糖牛奶巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_焦糖牛奶巧克力
105.0,528.0,6.1,28.5,18.1,0.1,61.9,59.6,0.083,金幣巧克力撲滿,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_金幣巧克力撲滿
100.0,303.0,24.4,6.9,2.6,0.0,35.8,16.9,0.657,咖啡牛肉乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_咖啡牛肉乾
100.0,324.0,23.0,8.9,3.3,0.0,37.9,16.5,0.678,辣味牛肉乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_辣味牛肉乾
430.0,291.0,0.3,0.2,0.0,0.0,72.1,68.8,0.0032,星巴克蜜柚醬,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克蜜柚醬
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,星巴克星願桶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克星願桶
100.0,511.0,12.5,25.4,14.4,0.4,58.1,29.8,0.3405,海苔肉鬆薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_海苔肉鬆薄餅
100.0,472.5,6.5,16.9,11.6,0.2,73.6,35.0,0.245,星巴克經典薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克經典薄餅
100.0,443.1,4.5,19.9,12.6,0.0,61.5,32.7,0.1341,星巴克雙果酥,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克雙果酥
432.0,473.5,6.5,24.6,7.4,0.0,56.4,0.0,0.1267,法式薄餅禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_法式薄餅禮盒
200.0,376.0,16.8,17.0,5.2,0.0,39.0,9.2,0.66,晨光法式吐司組合,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_晨光法式吐司組合
48.0,167.0,4.6,6.1,4.1,0.0,23.4,1.8,0.281,海鹽奶油捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_海鹽奶油捲
72.0,234.0,6.5,9.1,4.0,0.0,31.6,3.1,0.345,香甜吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香甜吐司
70.0,356.0,8.9,14.9,6.9,0.0,46.7,12.4,0.303,果乾核桃麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_果乾核桃麵包
100.0,523.0,7.6,25.9,15.5,0.8,64.9,28.2,0.164,精選咖啡蛋捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_精選咖啡蛋捲
