重量,熱量,蛋白質,脂肪,飽和脂肪,反式脂肪,碳水化合物,糖,鈉,食物名,品牌,資料來源,更新時間,食用量
105.0,391.0,9.1,14.9,7.6,0.0,55.0,20.8,173.0,肉桂捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
40.0,332.0,4.1,0.4,0.0,0.0,78.0,46.9,31.0,櫻花提袋禮(草莓風味棉花糖),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
40.0,432.5,18.5,14.9,1.8,0.0,56.1,3.0,458.0,星巴克五穀堅果棒(海苔藜麥),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
85.0,256.0,7.0,16.2,8.6,0.2,20.6,15.0,94.0,可可輕乳蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,314.0,5.6,19.3,10.2,0.3,29.7,15.2,77.0,蘋果派,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
40.0,363.0,4.1,1.4,0.0,0.0,83.4,45.4,15.0,周年慶零錢包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
105.0,266.0,4.3,17.0,11.8,0.1,23.8,9.2,44.0,芋泥布丁薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,227.0,4.9,12.8,8.3,0.1,23.0,20.3,52.0,蘋果白桃慕斯,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,338.0,5.2,22.7,14.9,0.4,28.2,14.0,97.0,提拉米蘇;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
70.0,256.0,3.9,17.4,10.9,0.0,21.0,13.7,69.0,抹茶乳酪蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
185.0,361.0,12.0,11.7,3.7,0.0,51.8,1.5,740.0,松子香椿菇堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
140.0,349.0,15.1,13.2,3.8,0.0,42.3,3.6,479.0,鮮蔬魚排三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
650.0,1638.0,35.1,92.3,59.8,0.6,166.4,146.9,377.0,6吋蘋果白桃慕斯,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
650.0,1644.0,26.6,105.3,72.8,0.6,147.6,57.2,273.0,6吋芋泥布丁薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
450.0,1620.0,24.3,112.0,71.1,0.0,128.0,86.0,414.0,6吋抹茶乳酪蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
500.0,1876.0,29.0,126.0,83.0,2.3,156.5,78.0,540.0,6吋提拉米蘇,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
560.0,1683.0,45.9,106.4,56.6,1.1,135.5,98.6,622.0,6吋可可輕乳蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
300.0,73.2,2.1,0.0,0.0,0.0,16.2,15.0,176.0,紅色蔬菜綜合果汁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
50.0,261.0,2.5,3.8,0.8,0.0,54.3,19.7,23.0,夏日都會星冰粽禮盒(6入),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
50.0,261.0,2.5,3.8,0.8,0.0,54.3,19.7,23.0,夏日沁涼星冰粽禮盒(12入),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
230.0,202.0,5.0,7.0,1.0,0.0,29.7,12.7,65.0,莓果優格燕麥禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
130.0,422.0,14.7,25.2,12.3,0.0,34.2,4.3,628.0,培根蛋起司可頌堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
79.0,373.0,6.7,20.9,1.4,0.0,39.5,13.8,230.0,甜心菠蘿可頌,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
150.0,431.0,19.0,23.4,7.2,0.0,36.2,3.9,784.0,BBQ雞肉薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
145.0,287.0,9.7,12.9,1.7,0.0,32.9,1.3,637.0,歐姆蛋嫩雞捲餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
55.0,168.0,3.6,9.7,4.3,0.0,16.5,9.7,112.0,伯爵大人戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,培根蛋起司可頌堡;;中杯那堤 Caffe Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
111.0,111.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,BBQ 雞肉薄餅;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,單球草莓覆盆莓冰淇淋 4 oz,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
140.0,349.0,15.1,13.2,3.8,0.0,42.3,3.6,479.0,鮮蔬魚排三明治;;紅色蔬菜綜合果汁 Ruby Red,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
185.0,361.0,12.0,11.7,3.7,0.0,51.8,1.5,740.0,松子香椿菇堡;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
280.0,294.0,16.8,4.2,0.0,0.0,47.3,8.8,890.0,泰式酸辣雞肉冷麵;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
220.0,449.0,9.9,26.4,2.4,0.0,42.9,3.3,640.0,青醬鮮蔬蝴蝶冷麵;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
85.0,278.0,6.9,16.6,9.0,0.2,25.3,7.6,52.0,抹茶千層薄餅;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
95.0,218.0,4.1,10.1,4.9,0.0,27.6,18.0,48.0,芒果戚風蛋糕;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,338.0,5.2,22.7,14.9,0.4,28.2,14.0,97.0,提拉米蘇;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,285.0,6.0,17.4,12.2,0.5,26.2,7.6,85.0,提拉米蘇千層薄餅;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
500.0,1625.0,26.0,118.5,81.0,1.0,113.5,64.0,240.0,六吋抹茶芝麻薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
460.0,1720.0,211.0,103.5,59.8,2.1,167.0,88.0,106.0,六吋奶酒那堤布蕾塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
540.0,1191.0,21.6,86.1,56.1,1.8,81.9,69.0,201.0,星巴克綜合布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
68.0,260.0,4.5,15.2,2.1,0.0,26.2,11.1,220.0,荷蘭風味小鬆餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
50.0,188.0,4.4,11.6,4.2,0.1,16.6,8.8,128.0,爐烤起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
80.0,260.0,4.2,19.0,13.0,0.2,18.2,10.2,38.0,抹茶芝麻薄餅;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
55.0,168.0,3.6,9.7,4.3,0.0,16.5,9.7,112.0,伯爵大人戚風蛋糕;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
160.0,389.0,18.2,21.0,5.3,0.1,31.8,8.8,626.0,黑布里歐漢堡排堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
175.0,346.0,11.7,15.6,4.2,0.0,39.7,1.6,670.0,韓式泡菜豬肉捲餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,348.0,10.9,13.1,6.4,0.1,46.7,5.2,534.0,起司核桃麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
85.0,240.0,7.7,4.1,1.8,0.0,43.1,12.5,271.0,葡萄吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
200.0,240.0,6.4,14.0,1.6,0.0,22.2,4.2,494.0,凱薩雞肉藜麥沙拉,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
60.0,321.0,5.3,18.0,5.8,0.0,34.4,20.7,105.0,杏仁手工餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,203.0,3.4,15.0,9.9,0.4,13.3,11.6,24.0,原味布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,194.0,3.8,13.7,8.8,0.2,14.0,11.4,43.0,抹茶布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
80.0,260.0,4.2,19.0,13.0,0.2,18.2,10.2,38.0,抹茶芝麻薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
70.0,262.0,4.1,15.8,9.1,0.3,25.8,13.5,106.0,奶酒那堤布蕾塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
130.0,106.0,3.2,3.6,2.3,0.0,15.1,11.4,47.0,櫻桃藍莓果漿優格,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光寶盒 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光風華 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
50.0,222.0,4.0,13.3,9.3,0.2,21.6,3.2,157.0,法式原味可頌,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光花園 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光小夜曲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,夾心蛋糕禮盒 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光樂園   ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
520.0,1903.0,27.0,116.0,64.5,0.0,187.7,126.4,322.0,六吋咖啡巧克力松露蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
45.0,184.0,2.9,7.1,3.7,0.0,27.2,18.6,71.0,糖霜檸檬蛋糕Bar,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
60.0,315.0,4.9,18.1,7.9,0.2,33.2,12.3,137.0,蔓越莓手工餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
40.0,255.0,3.6,15.3,10.9,0.2,25.7,9.7,201.0,蘭姆葡萄千層派,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,黑可可起司麥芬,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
65.0,224.0,4.2,9.3,5.4,0.0,30.8,10.1,226.0,美式奶油鬆餅(附鮮奶油與摩卡醬),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,343.3,4.1,1.3,0.0,0.0,78.8,60.3,48.0,萬聖節棉花糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,茶瓦納洋甘菊花草茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,茶瓦納英式紅茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
95.0,273.0,9.4,4.9,2.7,0.0,47.6,8.3,462.0,軟法麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
45.0,256.0,5.3,17.2,10.8,0.0,20.2,9.8,4.0,77%巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
42.0,220.0,3.1,13.2,8.4,0.0,22.3,16.1,13.0,佛羅娜咖啡巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
50.0,428.0,3.7,11.4,7.8,0.2,77.7,46.0,468.0,焦糖軟糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,525.0,5.3,28.3,17.4,0.4,62.3,31.7,221.0,香草夾心餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
75.0,356.0,3.9,0.8,0.0,0.0,83.4,52.3,75.0,耶誕雪人棉花糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,531.0,5.6,30.3,19.2,0.0,59.0,39.1,122.0,雪茄巧克捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
140.0,372.0,15.3,14.6,6.6,0.0,45.1,3.4,693.0,法式牛肉三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
85.0,355.0,5.9,17.4,9.4,0.2,43.7,15.1,187.0,焦糖丹麥麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
85.0,322.0,4.7,19.6,10.3,0.1,32.0,13.8,43.0,德式烤布蕾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,367.0,4.1,18.5,12.6,0.2,46.1,19.3,26.0,蒙布朗栗子塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
200.0,718.0,7.6,56.4,23.0,0.9,45.0,28.6,430.0,藍莓起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,218.0,3.7,16.5,10.5,0.4,13.6,12.2,34.0,巧克力布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,345.0,5.8,22.8,15.7,0.4,29.2,17.1,105.0,鹽味焦糖脆脆捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
330.0,1379.0,22.8,67.7,36.3,0.7,169.6,58.7,726.0,焦糖丹麥禮物包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
540.0,1263.0,21.3,94.5,61.2,2.4,80.7,71.4,174.0,星巴克綜合布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
65.0,283.0,3.8,18.5,11.7,0.1,25.4,14.3,166.0,焦糖海鹽可可塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,351.0,4.7,27.7,17.1,0.4,20.6,10.2,41.0,經典千層薄餅(含白蘭地),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
48.0,274.0,5.0,19.6,10.7,0.1,19.4,10.5,144.0,星巴克餅乾咖啡 (含一份典藏濃縮與甜香草籽奶油),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
270.0,311.0,14.6,10.8,1.1,0.0,38.9,2.4,516.0,香料烤雞溫野菜,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
75.0,203.0,7.9,1.7,0.5,0.0,39.0,1.7,231.0,香料橄欖麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
80.0,605.0,12.6,43.9,16.0,0.0,39.8,12.3,99.0,耶誕白巧克力杏仁捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
130.0,403.0,5.9,26.9,14.4,0.0,34.4,25.4,104.0,草莓巧克力蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,283.0,4.2,20.6,12.0,0.2,20.3,11.6,42.0,繽紛水果薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,203.0,3.4,15.0,9.9,0.4,13.3,11.6,24.0,原味布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110.0,288.0,10.4,0.0,0.0,0.0,61.6,7.5,440.0,藍莓貝果,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,218.0,3.7,16.5,10.5,0.4,13.6,12.2,34.0,巧克力布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
145.0,426.0,13.5,25.5,13.7,0.0,35.7,4.4,610.0,菠菜起司蛋可頌堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
85.0,283.0,8.0,9.4,5.9,0.1,42.2,12.2,167.0,草莓巧克力風味麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110.0,297.0,8.7,21.8,11.9,0.0,16.5,1.3,457.0,菠菜洋菇鹹派,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
86.0,270.0,9.0,7.0,1.9,0.0,42.7,9.2,310.0,堅果葡萄麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
75.0,251.0,5.2,13.6,7.5,0.0,27.0,4.7,327.0,青醬丹麥捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
85.0,305.0,3.2,24.0,9.8,0.4,19.1,12.2,183.0,藍莓起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
60.0,297.0,3.1,14.5,7.9,0.0,38.6,18.3,150.0,棉花糖巧克力餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
180.0,508.0,11.7,23.9,14.4,0.3,61.5,30.1,312.0,海苔肉鬆薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
20.0,528.0,6.1,28.5,18.1,0.1,61.9,59.6,83.0,金幣巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
30.0,387.2,0.2,1.2,0.0,0.0,93.9,53.0,43.0,水果軟糖(柑橘風味),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
70.0,246.0,3.5,16.9,10.2,0.0,20.0,11.9,64.0,抹茶起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
140.0,336.0,9.9,19.6,14.3,0.0,29.8,16.1,200.0,20週年紀念蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,182.0,3.3,12.8,8.3,0.4,13.2,11.2,39.0,黑糖地瓜布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
65.0,247.0,3.4,16.1,10.1,0.2,25.0,14.0,102.0,甜柚香檸塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,323.0,3.8,24.5,15.6,0.3,22.0,14.0,33.0,櫻桃黑森林薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
220.0,282.0,8.4,8.6,4.4,0.0,42.7,22.9,119.0,雙果抹茶燕麥優格,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
130.0,306.0,14.0,10.3,2.7,0.0,39.1,0.0,484.0,肉蛋吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
270.0,311.0,14.6,10.8,1.1,0.0,38.9,2.4,516.0,香料烤雞溫野菜,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
150.0,323.0,17.4,12.2,5.6,0.0,36.4,7.6,543.0,瑪莎蔓咖哩豬肉堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
60.0,301.0,3.2,14.9,8.7,0.0,38.3,20.6,147.0,棉花糖巧克力餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,352.0,4.1,24.2,14.6,0.2,29.3,15.2,52.0,黑糖金薯薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
80.0,243.0,4.4,16.0,6.6,0.1,20.2,12.6,106.0,抹茶戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
750.0,2146.0,23.3,145.5,86.2,1.5,186.0,107.3,330.0,6吋黑糖金薯薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
900.0,3233.0,37.8,244.8,155.7,2.7,219.6,139.5,333.0,8吋櫻桃黑森林薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
105.0,391.0,9.1,14.9,7.6,0.4,55.0,20.8,173.0,楓糖肉桂捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
480.0,1848.0,20.2,145.9,73.4,2.4,113.3,65.3,947.0,6吋藍莓起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
450.0,1539.0,24.3,104.0,63.9,0.0,127.0,70.7,351.0,6吋抹茶起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
700.0,2139.0,36.4,134.4,60.9,0.7,196.0,124.6,826.0,8吋抹茶戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
1480.0,1204.0,36.8,41.4,26.8,0.0,170.2,112.6,514.0,星巴克優格禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
300.0,357.0,14.1,8.1,1.2,0.0,57.0,0.3,939.0,炸雞豆皮烏龍冷麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,333.0,10.3,6.2,0.9,0.0,59.0,18.1,442.0,桂圓核桃麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
117.0,457.0,8.2,31.8,19.8,0.9,34.5,21.2,301.0,經典起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,182.0,3.3,12.8,8.3,0.4,13.2,11.2,39.0,黑糖地瓜布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,203.0,3.4,15.0,9.9,0.4,13.3,11.6,24.0,原味布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
50.0,120.0,0.4,2.4,1.7,0.0,24.2,11.4,6.0,黃豆卡士達星蕨餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
50.0,114.0,0.2,1.7,1.5,0.0,24.5,11.6,6.0,和風抹茶星蕨餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
160.0,438.0,13.3,25.8,9.4,0.0,38.2,7.8,731.0,火腿蛋可頌堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,255.0,8.2,11.2,1.7,0.0,30.3,1.0,418.0,布里歐菇菇蛋,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
115.0,320.0,7.5,14.0,5.8,0.0,41.1,16.2,253.0,蘋果卡士達吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
50.0,201.0,5.4,11.8,7.1,0.0,18.2,2.2,350.0,艾曼達起司可頌,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
70.0,206.0,6.4,4.3,1.8,0.0,35.3,8.3,242.0,雙果乾吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
210.0,417.0,13.0,24.6,22.7,0.0,35.9,1.5,483.0,炸魚青醬蝴蝶麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
160.0,371.0,20.3,15.4,6.1,0.0,37.8,4.3,845.0,瑪格麗特風味薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
85.0,264.0,4.8,16.1,6.8,0.0,25.1,15.6,102.0,香蕉巧克力棋盤蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,178.0,4.3,11.0,6.9,0.2,15.5,12.9,32.0,抹茶紅豆布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,323.0,24.1,9.7,2.5,0.0,34.8,29.7,589.0,炙燒豬肉條(蜜汁),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,328.0,25.1,10.0,2.7,0.0,34.5,20.3,543.0,炙燒豬肉條(咖啡),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,134.0,1.2,6.5,5.1,0.0,17.7,15.5,59.0,芒果布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110.0,266.0,4.4,15.5,8.4,0.0,27.2,20.4,51.0,芒果戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
105.0,348.0,5.0,24.8,15.2,0.4,26.1,18.0,42.0,厚抹茶千層薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
40.0,130.0,2.6,2.8,1.6,0.0,23.6,14.1,17.0,可麗露,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
85.0,305.0,5.5,18.9,8.8,0.1,28.2,18.3,42.0,咖啡巧克力松露蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
500.0,1170.0,20.0,73.5,45.0,0.0,107.0,81.0,190.0,6吋芒果戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
750.0,2625.0,36.8,189.0,118.5,3.0,193.5,142.5,338.0,6吋厚抹茶千層薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
315.0,980.0,17.9,59.5,25.2,0.0,92.9,57.6,38.0,4吋香蕉巧克力棋盤蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
410.0,1501.0,21.3,91.4,50.8,0.0,148.0,99.6,254.0,四吋咖啡巧克力松露蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
85.0,241.0,9.1,9.6,4.7,0.0,29.6,5.3,402.0,青醬馬茲瑞拉起司布里歐,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
130.0,407.0,16.1,20.3,4.7,0.0,40.0,8.1,525.0,雙色肉鬆蛋三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
150.0,288.0,8.0,14.6,3.9,0.0,31.2,11.0,507.0,綜合三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
140.0,361.0,16.1,17.8,7.8,0.0,34.0,2.1,832.0,香辣火腿古巴風味三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
80.0,229.0,4.0,14.3,5.0,0.0,20.9,10.8,78.0,荔枝紅茶慕斯蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
75.0,259.0,4.3,11.7,6.2,0.0,34.0,17.4,22.0,檸檬塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
80.0,192.0,5.5,12.7,7.8,0.0,13.9,10.6,101.0,經典輕乳蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光寶盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光風華,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
