品牌,食物名,食用量,熱量,蛋白質,脂肪,碳水化合物,資料來源,更新時間
MOS BURGER, 薑燒珍珠堡,一份,355.6 Kcal,15.5 g,7.5 g,56.6 g,http://www.mos.com.tw/index.aspx,20190101
