品牌,食物名,食用量,熱量,蛋白質,脂肪,碳水化合物,資料來源,更新時間
MOS BURGER, 黃金炸蝦堡,一份,390 Kcal,16.4 g,17.7 g,41.2 g,http://www.mos.com.tw/index.aspx,20190101
