品牌,食物名,食用量,熱量,蛋白質,脂肪,碳水化合物,資料來源,更新時間
MOS BURGER,黃金塔塔鱈魚堡,一份,361.8 Kcal,18.5 g,13.7 g,41.2 g,http://www.mos.com.tw/index.aspx,20190101
