品牌,食物名,食用量,熱量,蛋白質,脂肪,碳水化合物,資料來源,更新時間
MOS BURGER,雞肉地瓜總匯沙拉,一份,166.5 Kcal,10.4 g,8.7 g,12 g,http://www.mos.com.tw/index.aspx,20190101
