品牌,食物名,食用量,熱量,蛋白質,脂肪,碳水化合物,資料來源,更新時間
MOS BURGER,冰摩斯咖啡,一份,5.8 Kcal,0.32 g,0 g,1.12 g,http://www.mos.com.tw/index.aspx,20190101
