品牌,食物名,食用量,熱量,蛋白質,脂肪,飽和脂肪,反式脂肪,鈉,碳水化合物,資料來源,更新時間
MOS BURGER,海老天丼珍珠堡,一份,436.4 Kcal,9.5 g,12.8 g,3.7 g,0 g,480 mg,71.2 g,http://www.mos.com.tw/index.aspx,20190101
